SpeciesID,Class,Order,Family,Genus,Species,Scientific names,WMostLong,EMostLong
Fis-24978,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,reedi,Sebastes reedi,-145,-124
Fis-29108,Actinopteri,Scorpaeniformes,Sebastidae,Helicolenus,percoides,Helicolenus percoides,NA,NA
Fis-23263,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,capensis,Sebastes capensis,-15,25
Fis-24967,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,macdonaldi,Sebastes macdonaldi,-125,-109
Fis-62843,Actinopteri,Scorpaeniformes,Sebastidae,Trachyscorpia,cristulata,Trachyscorpia cristulata cristulata,-98,-1
Fis-24951,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,brevispinis,Sebastes brevispinis,-178,-110
Fis-24963,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,goodei,Sebastes goodei,NA,NA
Fis-24986,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,umbrosus,Sebastes umbrosus,-123,-112
Fis-24983,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,semicinctus,Sebastes semicinctus,-125,-114
Fis-24961,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,eos,Sebastes eos,-123,-114
Fis-14620,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,dallii,Sebastes dallii,-123,-114
Fis-30635,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,ensifer,Sebastes ensifer,-123,-114
Fis-24985,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,serriceps,Sebastes serriceps,-123,-114
Fis-30645,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,rosenblatti,Sebastes rosenblatti,-123,-114
Fis-24948,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,atrovirens,Sebastes atrovirens,-124,-114
Fis-24954,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,chrysomelas,Sebastes chrysomelas,-125,-114
Fis-24952,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,carnatus,Sebastes carnatus,-125,-114
Fis-24953,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,chlorostictus,Sebastes chlorostictus,-125,-114
Fis-30644,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,rosaceus,Sebastes rosaceus,-145,-114
Fis-24982,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,saxicola,Sebastes saxicola,-145,-114
Fis-30634,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,elongatus,Sebastes elongatus,-156,-114
Fis-30633,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,caurinus,Sebastes caurinus,-152,-114
Fis-30631,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,auriculatus,Sebastes auriculatus,-155,-114
Fis-30886,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,simulator,Sebastes simulator,-119,-114
Fis-30637,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,helvomaculatus,Sebastes helvomaculatus,-155,-114
Fis-24977,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,rastrelliger,Sebastes rastrelliger,-125,-115
Fis-24981,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,rufus,Sebastes rufus,-125,-114
Fis-30638,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,lentiginosus,Sebastes lentiginosus,-119,-115
Fis-24962,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,gilli,Sebastes gilli,-123,-115
Fis-24980,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,rubrivinctus,Sebastes rubrivinctus,-123,-115
Fis-24972,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,ovalis,Sebastes ovalis,-124,-115
Fis-31027,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,inermis,Sebastes inermis,NA,NA
Fis-24965,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,jordani,Sebastes jordani,-150,-115
Fis-24974,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,pinniger,Sebastes pinniger,NA,NA
Fis-24957,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,crameri,Sebastes crameri,NA,NA
Fis-24950,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,babcocki,Sebastes babcocki,-178,-117
Fis-28175,Actinopteri,Scorpaeniformes,Sebastidae,Sebastolobus,macrochir,Sebastolobus macrochir,NA,NA
Fis-24968,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,maliger,Sebastes maliger,-155,-121
Fis-30636,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,fasciatus,Sebastes fasciatus,-72,-13
Fis-30887,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,variegatus,Sebastes variegatus,NA,NA
Fis-24955,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,ciliatus,Sebastes ciliatus,NA,NA
Fis-30647,Actinopteri,Scorpaeniformes,Sebastidae,Sebastes,viviparus,Sebastes viviparus,-52,21
Fis-138701,Actinopteri,Perciformes,Serranidae,Plectranthias,robertsi,Plectranthias robertsi,NA,NA
Fis-22840,Actinopteri,Perciformes,Serranidae,Acanthistius,brasilianus,Acanthistius brasilianus,-67,-40
Fis-22926,Actinopteri,Perciformes,Serranidae,Paralabrax,humeralis,Paralabrax humeralis,NA,NA
Fis-169079,Actinopteri,Perciformes,Serranidae,Baldwinella,vivanus,Baldwinella vivanus,-98,-34
Fis-24898,Actinopteri,Perciformes,Serranidae,Bathyanthias,mexicanus,Bathyanthias mexicanus,-98,-50
Fis-29646,Actinopteri,Perciformes,Serranidae,Anthias,nicholsi,Anthias nicholsi,NA,NA
Fis-163783,Actinopteri,Perciformes,Serranidae,Hyporthodus,quernus,Hyporthodus quernus,-179,-153
Fis-24855,Actinopteri,Perciformes,Serranidae,Paralabrax,clathratus,Paralabrax clathratus,-126,-109
Fis-35778,Actinopteri,Perciformes,Serranidae,Diplectrum,rostrum,Diplectrum rostrum,NA,NA
Fis-24666,Actinopteri,Perciformes,Serranidae,Hemanthias,peruanus,Hemanthias peruanus,NA,NA
Fis-21671,Actinopteri,Perciformes,Serranidae,Plectranthias,kamii,Plectranthias kamii,119,-149
Fis-163782,Actinopteri,Perciformes,Serranidae,Hyporthodus,octofasciatus,Hyporthodus octofasciatus,29,-136
Fis-163778,Actinopteri,Perciformes,Serranidae,Hyporthodus,mystacinus,Hyporthodus mystacinus,-98,-58
Fis-35801,Actinopteri,Perciformes,Serranidae,Pronotogrammus,eos,Pronotogrammus eos,-115,-52
Fis-163776,Actinopteri,Perciformes,Serranidae,Hyporthodus,ergastularius,Hyporthodus ergastularius,150,155
Fis-26768,Actinopteri,Perciformes,Serranidae,Acanthistius,sebastoides,Acanthistius sebastoides,11,36
Fis-148253,Actinopteri,Perciformes,Serranidae,Pronotogrammus,martinicensis,Pronotogrammus martinicensis,NA,NA
Fis-137933,Actinopteri,Perciformes,Serranidae,Plectranthias,exsul,Plectranthias exsul,-83,-76
Fis-23810,Actinopteri,Perciformes,Serranidae,Serranus,cabrilla,Serranus cabrilla,-32,36
Fis-24992,Actinopteri,Perciformes,Serranidae,Serranus,atrobranchus,Serranus atrobranchus,-98,-34
Fis-35956,Actinopteri,Perciformes,Serranidae,Plectranthias,alleni,Plectranthias alleni,NA,NA
Fis-24665,Actinopteri,Perciformes,Serranidae,Hemanthias,leptus,Hemanthias leptus,-95,-34
Fis-26518,Actinopteri,Perciformes,Serranidae,Triso,dermopterus,Triso dermopterus,114,155
Fis-163777,Actinopteri,Perciformes,Serranidae,Hyporthodus,flavolimbatus,Hyporthodus flavolimbatus,-98,-34
Fis-163781,Actinopteri,Perciformes,Serranidae,Hyporthodus,niveatus,Hyporthodus niveatus,-98,-34
Fis-163779,Actinopteri,Perciformes,Serranidae,Hyporthodus,nigritus,Hyporthodus nigritus,-98,-39
Fis-32320,Actinopteri,Perciformes,Serranidae,Epinephelus,tuamotuensis,Epinephelus tuamotuensis,-156,-135
Fis-26511,Actinopteri,Perciformes,Serranidae,Epinephelus,radiatus,Epinephelus radiatus,36,155
Fis-22704,Actinopteri,Perciformes,Serranidae,Epinephelus,adscensionis,Epinephelus adscensionis,-99,9
Fis-32318,Actinopteri,Perciformes,Serranidae,Epinephelus,timorensis,Epinephelus timorensis,115,-177
Fis-115487,Actinopteri,Perciformes,Serranidae,Epinephelus,latifasciatus,Epinephelus latifasciatus,-35,143
Fis-24648,Actinopteri,Perciformes,Serranidae,Gonioplectrus,hispanus,Gonioplectrus hispanus,-98,-35
Fis-32309,Actinopteri,Perciformes,Serranidae,Epinephelus,heniochus,Epinephelus heniochus,94,155
Fis-28209,Actinopteri,Perciformes,Serranidae,Hemanthias,signifer,Hemanthias signifer,-120,-70
Fis-31363,Actinopteri,Perciformes,Serranidae,Cephalopholis,igarashiensis,Cephalopholis igarashiensis,117,-149
Fis-27340,Actinopteri,Perciformes,Serranidae,Epinephelus,caninus,Epinephelus caninus,-19,41
Fis-32316,Actinopteri,Perciformes,Serranidae,Epinephelus,stictus,Epinephelus stictus,106,126
Fis-26494,Actinopteri,Perciformes,Serranidae,Epinephelus,bleekeri,Epinephelus bleekeri,48,136
Fis-164463,Actinopteri,Perciformes,Serranidae,Hyporthodus,haifensis,Hyporthodus haifensis,-19,37
Fis-23120,Actinopteri,Perciformes,Serranidae,Epinephelus,aeneus,Epinephelus aeneus,-17,60
Fis-23650,Actinopteri,Perciformes,Serranidae,Mycteroperca,rubra,Mycteroperca rubra,-20,38
Fis-27331,Actinopteri,Perciformes,Serranidae,Cephalopholis,nigri,Cephalopholis nigri,-18,13
Fis-25402,Actinopteri,Perciformes,Serranidae,Epinephelus,goreensis,Epinephelus goreensis,-19,15
Fis-32974,Actinopteri,Perciformes,Serranidae,Alphestes,immaculatus,Alphestes immaculatus,-115,-76
Fis-25389,Actinopteri,Perciformes,Serranidae,Cephalopholis,taeniops,Cephalopholis taeniops,-27,15
Fis-27343,Actinopteri,Perciformes,Serranidae,Epinephelus,costae,Epinephelus costae,-27,14
Fis-35783,Actinopteri,Perciformes,Serranidae,Diplectrum,pacificum,Diplectrum pacificum,-115,-76
Fis-163774,Actinopteri,Perciformes,Serranidae,Hyporthodus,acanthistius,Hyporthodus acanthistius,-116,-78
Fis-163780,Actinopteri,Perciformes,Serranidae,Hyporthodus,niphobles,Hyporthodus niphobles,-118,-76
Fis-29645,Actinopteri,Perciformes,Serranidae,Pronotogrammus,multifasciatus,Pronotogrammus multifasciatus,-119,-78
Fis-30328,Actinopteri,Perciformes,Serranidae,Mycteroperca,xenarcha,Mycteroperca xenarcha,-118,-79
Fis-35776,Actinopteri,Perciformes,Serranidae,Diplectrum,labarum,Diplectrum labarum,NA,NA
Fis-33251,Actinopteri,Perciformes,Serranidae,Epinephelus,cifuentesi,Epinephelus cifuentesi,-92,-81
Fis-26901,Actinopteri,Perciformes,Serranidae,Mycteroperca,olfax,Mycteroperca olfax,-93,-85
Fis-26499,Actinopteri,Perciformes,Serranidae,Epinephelus,diacanthus,Epinephelus diacanthus,56,83
Fis-35781,Actinopteri,Perciformes,Serranidae,Paralabrax,loro,Paralabrax loro,NA,NA
Fis-32313,Actinopteri,Perciformes,Serranidae,Epinephelus,polylepis,Epinephelus polylepis,44,77
Fis-27387,Actinopteri,Perciformes,Serranidae,Mycteroperca,fusca,Mycteroperca fusca,-27,-12
Fis-29140,Actinopteri,Perciformes,Serranidae,Serranus,hepatus,Serranus hepatus,-19,36
Fis-23811,Actinopteri,Perciformes,Serranidae,Serranus,scriba,Serranus scriba,-32,42
Fis-24486,Actinopteri,Perciformes,Serranidae,Centropristis,ocyurus,Centropristis ocyurus,-98,-74
Fis-24994,Actinopteri,Perciformes,Serranidae,Serranus,subligarius,Serranus subligarius,-98,-74
Fis-62913,Actinopteri,Perciformes,Serranidae,Diplectrum,sciurus,Diplectrum sciurus,NA,NA
Fis-35780,Actinopteri,Perciformes,Serranidae,Paralabrax,auroguttatus,Paralabrax auroguttatus,NA,NA
Fis-29953,Actinopteri,Perciformes,Serranidae,Epinephelus,drummondhayi,Epinephelus drummondhayi,-92,-70
Fis-30589,Actinopteri,Perciformes,Serranidae,Rypticus,maculatus,Rypticus maculatus,-98,-71
Fis-35840,Actinopteri,Perciformes,Serranidae,Serranus,atricauda,Serranus atricauda,-28,9
Fis-30497,Actinopteri,Perciformes,Serranidae,Plectranthias,garrupellus,Plectranthias garrupellus,NA,NA
Fis-168283,Actinopteri,Perciformes,Serranidae,Baldwinella,aureorubens,Baldwinella aureorubens,NA,NA
Fis-29093,Actinopteri,Perciformes,Serranidae,Diplectrum,macropoma,Diplectrum macropoma,NA,NA
Fis-35775,Actinopteri,Perciformes,Serranidae,Diplectrum,euryplectrum,Diplectrum euryplectrum,NA,NA
Fis-35774,Actinopteri,Perciformes,Serranidae,Diplectrum,eumelum,Diplectrum eumelum,NA,NA
Fis-64212,Actinopteri,Anguilliformes,Serrivomeridae,Serrivomer,beanii,Serrivomer beanii,NA,NA
Fis-159112,Actinopteri,Scorpaeniformes,Setarchidae,Lioscorpius,trifasciatus,Lioscorpius trifasciatus,144,151
Fis-31199,Actinopteri,Scorpaeniformes,Setarchidae,Setarches,guentheri,Setarches guentheri,NA,NA
Fis-31067,Actinopteri,Perciformes,Sillaginidae,Sillago,ciliata,Sillago ciliata,142,170
Fis-32873,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,Sillago flindersi,133,157
Fis-11509,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,Sillaginodes punctatus,112,152
Fis-32863,Actinopteri,Perciformes,Sillaginidae,Sillago,bassensis,Sillago bassensis,112,145
Fis-11598,Actinopteri,Perciformes,Sillaginidae,Sillago,robusta,Sillago robusta,111,157
Fis-32612,Actinopteri,Perciformes,Sillaginidae,Sillago,schomburgkii,Sillago schomburgkii,111,142
Fis-32582,Actinopteri,Perciformes,Sillaginidae,Sillago,maculata,Sillago maculata,143,157
Fis-32887,Actinopteri,Perciformes,Sillaginidae,Sillago,vittata,Sillago vittata,110,116
Fis-32868,Actinopteri,Perciformes,Sillaginidae,Sillago,burrus,Sillago burrus,111,150
Fis-32857,Actinopteri,Perciformes,Sillaginidae,Sillago,analis,Sillago analis,110,157
Fis-147722,Actinopteri,Perciformes,Sillaginidae,Sillaginopodys,chondropus,Sillaginopodys chondropus,33,148
Fis-32876,Actinopteri,Perciformes,Sillaginidae,Sillago,ingenuua,Sillago ingenuua,80,157
Fis-13421,Actinopteri,Perciformes,Sillaginidae,Sillago,lutea,Sillago lutea,70,143
Fis-32856,Actinopteri,Perciformes,Sillaginidae,Sillago,aeolus,Sillago aeolus,35,132
Fis-168085,Actinopteri,Perciformes,Sillaginidae,Sillaginops,macrolepis,Sillaginops macrolepis,93,164
Fis-23248,Actinopteri,Perciformes,Sillaginidae,Sillaginopsis,panijus,Sillaginopsis panijus,78,104
Fis-32861,Actinopteri,Perciformes,Sillaginidae,Sillago,asiatica,Sillago asiatica,98,125
Fis-32878,Actinopteri,Perciformes,Sillaginidae,Sillago,intermedius,Sillago intermedius,68,106
Fis-32764,Actinopteri,Perciformes,Sillaginidae,Sillago,vincenti,Sillago vincenti,70,85
Fis-11562,Actinopteri,Perciformes,Sillaginidae,Sillago,indica,Sillago indica,69,86
Fis-32883,Actinopteri,Perciformes,Sillaginidae,Sillago,parvisquamis,Sillago parvisquamis,117,142
Fis-31884,Actinopteri,Perciformes,Sillaginidae,Sillago,japonica,Sillago japonica,116,149
Fis-32859,Actinopteri,Perciformes,Sillaginidae,Sillago,arabica,Sillago arabica,47,57
Fis-27195,Actinopteri,Pleuronectiformes,Soleidae,Bathysolea,profundicola,Bathysolea profundicola,-19,16
Fis-23034,Actinopteri,Pleuronectiformes,Soleidae,Austroglossus,microlepis,Austroglossus microlepis,10,25
Fis-32583,Actinopteri,Pleuronectiformes,Soleidae,Heteromycteris,capensis,Heteromycteris capensis,NA,NA
Fis-23035,Actinopteri,Pleuronectiformes,Soleidae,Austroglossus,pectoralis,Austroglossus pectoralis,NA,NA
Fis-150727,Actinopteri,Pleuronectiformes,Soleidae,Soleichthys,microcephalus,Soleichthys microcephalus,NA,NA
Fis-150742,Actinopteri,Pleuronectiformes,Soleidae,Synapturichthys,kleinii,Synapturichthys kleinii,NA,NA
Fis-8265,Actinopteri,Pleuronectiformes,Soleidae,Dicologlossa,cuneata,Dicologlossa cuneata,-18,36
Fis-23717,Actinopteri,Pleuronectiformes,Soleidae,Pegusa,lascaris,Pegusa lascaris,NA,NA
Fis-26223,Actinopteri,Pleuronectiformes,Soleidae,Dexillus,muelleri,Dexillus muelleri,78.5,-168
Fis-22742,Actinopteri,Pleuronectiformes,Soleidae,Buglossidium,luteum,Buglossidium luteum,-23,42
Fis-62801,Actinopteri,Pleuronectiformes,Soleidae,Aseraggodes,normani,Aseraggodes normani,NA,NA
Fis-10975,Actinopteri,Pleuronectiformes,Soleidae,Brachirus,orientalis,Brachirus orientalis,33,149
Fis-4786,Actinopteri,Pleuronectiformes,Soleidae,Vanstraelenia,chirophthalma,Vanstraelenia chirophthalma,NA,NA
Fis-25400,Actinopteri,Pleuronectiformes,Soleidae,Dicologlossa,hexophthalma,Dicologlossa hexophthalma,-18,17
Fis-33025,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,boscanion,Microchirus boscanion,NA,NA
Fis-31178,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,frechkopi,Microchirus frechkopi,NA,NA
Fis-27199,Actinopteri,Pleuronectiformes,Soleidae,Pegusa,triophthalma,Pegusa triophthalma,NA,NA
Fis-31179,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,wittei,Microchirus wittei,NA,NA
Fis-25411,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,ocellatus,Microchirus ocellatus,NA,NA
Fis-30306,Actinopteri,Pleuronectiformes,Soleidae,Monochirus,hispidus,Monochirus hispidus,-19,36
Fis-35833,Actinopteri,Pleuronectiformes,Soleidae,Solea,elongata,Solea elongata,37,84
Fis-1643,Actinopteri,Pleuronectiformes,Soleidae,Pegusa,impar,Pegusa impar,-18,36
Fis-26640,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,theophila,Microchirus theophila,-18,-4
Fis-149580,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,azevia,Microchirus azevia,-18,36
Fis-23272,Actinopteri,Pleuronectiformes,Soleidae,Solea,solea,Solea solea,-26,37
Fis-33029,Actinopteri,Pleuronectiformes,Soleidae,Solea,senegalensis,Solea senegalensis,-19,-1
Fis-22728,Actinopteri,Pleuronectiformes,Soleidae,Microchirus,variegatus,Microchirus variegatus,-18,36
Fis-1646,Actinopteri,Pleuronectiformes,Soleidae,Pegusa,nasuta,Pegusa nasuta,-6,42
Fis-27198,Actinopteri,Pleuronectiformes,Soleidae,Heteromycteris,proboscideus,Heteromycteris proboscideus,NA,NA
Fis-61614,Elasmobranchii,Squaliformes,Somniosidae,Scymnodalatias,albicauda,Scymnodalatias albicauda,NA,NA
Fis-29521,Elasmobranchii,Squaliformes,Somniosidae,Scymnodon,ringens,Scymnodon ringens,NA,NA
Fis-61628,Elasmobranchii,Squaliformes,Somniosidae,Zameus,squamulosus,Zameus squamulosus,-180,180
Fis-30664,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,pacificus,Somniosus pacificus,NA,NA
Fis-22831,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,microcephalus,Somniosus microcephalus,-95,61
Fis-29328,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,coelolepis,Centroscymnus coelolepis,-98,-147
Fis-23074,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,crepidater,Centroscymnus crepidater,-77,-159
Fis-23080,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,plunketi,Centroscymnus plunketi,136,-168
Fis-23260,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,rostratus,Somniosus rostratus,NA,NA
Fis-61506,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,owstonii,Centroscymnus owstonii,-52,30
Fis-22952,Actinopteri,Perciformes,Sparidae,Sarpa,salpa,Sarpa salpa,-26,36
Fis-23707,Actinopteri,Perciformes,Sparidae,Pagrus,pagrus,Pagrus pagrus,-98,36
Fis-23480,Actinopteri,Perciformes,Sparidae,Diplodus,vulgaris,Diplodus vulgaris,-26,36
Fis-23234,Actinopteri,Perciformes,Sparidae,Pterogymnus,laniarius,Pterogymnus laniarius,NA,NA
Fis-23238,Actinopteri,Perciformes,Sparidae,Rhabdosargus,globiceps,Rhabdosargus globiceps,NA,NA
Fis-23018,Actinopteri,Perciformes,Sparidae,Argyrozona,argyrozona,Argyrozona argyrozona,NA,NA
Fis-23176,Actinopteri,Perciformes,Sparidae,Lithognathus,lithognathus,Lithognathus lithognathus,NA,NA
Fis-23478,Actinopteri,Perciformes,Sparidae,Diplodus,puntazzo,Diplodus puntazzo,-26,42
Fis-23109,Actinopteri,Perciformes,Sparidae,Dentex,macrophthalmus,Dentex macrophthalmus,-26,36
Fis-23826,Actinopteri,Perciformes,Sparidae,Spondyliosoma,cantharus,Spondyliosoma cantharus,-26,36
Fis-32647,Actinopteri,Perciformes,Sparidae,Dentex,barnardi,Dentex barnardi,NA,NA
Fis-31225,Actinopteri,Perciformes,Sparidae,Pagrus,africanus,Pagrus africanus,-19,12
Fis-25172,Actinopteri,Perciformes,Sparidae,Dentex,gibbosus,Dentex gibbosus,-23,37
Fis-31224,Actinopteri,Perciformes,Sparidae,Pagrus,auriga,Pagrus auriga,-17,35
Fis-23197,Actinopteri,Perciformes,Sparidae,Oblada,melanura,Oblada melanura,-19,36
Fis-25173,Actinopteri,Perciformes,Sparidae,Pagrus,caeruleostictus,Pagrus caeruleostictus,-18,36
Fis-23208,Actinopteri,Perciformes,Sparidae,Pagellus,erythrinus,Pagellus erythrinus,-26,36
Fis-23108,Actinopteri,Perciformes,Sparidae,Dentex,dentex,Dentex dentex,-23,42
Fis-23206,Actinopteri,Perciformes,Sparidae,Pagellus,acarne,Pagellus acarne,-26,36
Fis-26835,Actinopteri,Perciformes,Sparidae,Diplodus,bellottii,Diplodus bellottii,-27,-5
Fis-29785,Actinopteri,Perciformes,Sparidae,Centracanthus,cirrus,Centracanthus cirrus,-32,36
Fis-23207,Actinopteri,Perciformes,Sparidae,Pagellus,bogaraveo,Pagellus bogaraveo,-32,17
Fis-23475,Actinopteri,Perciformes,Sparidae,Diplodus,annularis,Diplodus annularis,-19,42
Fis-25443,Actinopteri,Perciformes,Sparidae,Spicara,melanurus,Spicara melanurus,-26,14
Fis-25366,Actinopteri,Perciformes,Sparidae,Spicara,maena,Spicara maena,-19,42
Fis-23824,Actinopteri,Perciformes,Sparidae,Spicara,smaris,Spicara smaris,-19,42
Fis-29194,Actinopteri,Perciformes,Sparidae,Acanthopagrus,butcheri,Acanthopagrus butcheri,NA,NA
Fis-25680,Actinopteri,Perciformes,Sparidae,Acanthopagrus,berda,Acanthopagrus berda,22,170
Fis-23177,Actinopteri,Perciformes,Sparidae,Lithognathus,mormyrus,Lithognathus mormyrus,NA,NA
Fis-26855,Actinopteri,Perciformes,Sparidae,Acanthopagrus,australis,Acanthopagrus australis,NA,NA
Fis-23479,Actinopteri,Perciformes,Sparidae,Diplodus,sargus,Diplodus sargus sargus,-18,42
Fis-25945,Actinopteri,Perciformes,Sparidae,Chrysoblephus,cristiceps,Chrysoblephus cristiceps,NA,NA
Fis-25946,Actinopteri,Perciformes,Sparidae,Chrysoblephus,gibbiceps,Chrysoblephus gibbiceps,NA,NA
Fis-25684,Actinopteri,Perciformes,Sparidae,Cymatoceps,nasutus,Cymatoceps nasutus,NA,NA
Fis-25943,Actinopteri,Perciformes,Sparidae,Pachymetopon,aeneum,Pachymetopon aeneum,NA,NA
Fis-23217,Actinopteri,Perciformes,Sparidae,Petrus,rupestris,Petrus rupestris,NA,NA
Fis-32587,Actinopteri,Perciformes,Sparidae,Rhabdosargus,thorpei,Rhabdosargus thorpei,30,52
Fis-23015,Actinopteri,Perciformes,Sparidae,Argyrops,spinifer,Argyrops spinifer,NA,NA
Fis-26067,Actinopteri,Perciformes,Sparidae,Acanthopagrus,latus,Acanthopagrus latus,48,154
Fis-29463,Actinopteri,Perciformes,Sparidae,Pagellus,bellottii,Pagellus bellottii,-19,14
Fis-31010,Actinopteri,Perciformes,Sparidae,Dentex,canariensis,Dentex canariensis,NA,NA
Fis-31047,Actinopteri,Perciformes,Sparidae,Dentex,congoensis,Dentex congoensis,NA,NA
Fis-29364,Actinopteri,Perciformes,Sparidae,Dentex,angolensis,Dentex angolensis,NA,NA
Fis-25688,Actinopteri,Perciformes,Sparidae,Spondyliosoma,emarginatum,Spondyliosoma emarginatum,17,55
Fis-31009,Actinopteri,Perciformes,Sparidae,Dentex,maroccanus,Dentex maroccanus,-18,36
Fis-22849,Actinopteri,Perciformes,Sparidae,Boops,boops,Boops boops,-30,42
Fis-8229,Actinopteri,Perciformes,Sparidae,Sparidentex,hasta,Sparidentex hasta,49,80
Fis-29747,Actinopteri,Perciformes,Sparidae,Calamus,leucosteus,Calamus leucosteus,-98,-73
Fis-23093,Actinopteri,Perciformes,Sparidae,Pagrus,major,Pagrus major,NA,NA
Fis-6123,Actinopteri,Perciformes,Sparidae,Sparus,aurata,Sparus aurata,-17,43
